profile,l1_mode,lambda_events_per_min,duration_min,seeds,total_events,total_lots,median_ms,p95_ms,p99_ms,min_ms,max_ms,mean_ms
full,mock,480.0,60.0,30,863755,35498,13740.0,16145.0,17210.0,12297.0,20992.0,13925.44826715909
