circuit,events_per_lot,seed,prove_time_s,verify_time_ms,proof_size_bytes,peak_ram_gb
c2_poseidon2_merkle_depth16,64,23,0.010786000,10.442417,275565,0.009796143
c3_threshold_time,64,23,0.007797959,0.785625,19052,0.009796143
c4_poseidon2_actor_authorization,64,23,0.000401750,0.430167,11724,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,23,0.010107875,10.245333,275747,0.009796143
c2_poseidon2_merkle_depth16,64,24,0.010085916,10.127791,275935,0.009796143
c3_threshold_time,64,24,0.007624500,0.745667,19098,0.009796143
c4_poseidon2_actor_authorization,64,24,0.000386958,0.418541,11681,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,24,0.010033833,10.182250,275804,0.009796143
c2_poseidon2_merkle_depth16,64,25,0.010473708,10.263875,275737,0.009796143
c3_threshold_time,64,25,0.007832125,0.813833,19017,0.009796143
c4_poseidon2_actor_authorization,64,25,0.000390041,0.436750,11760,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,25,0.010785750,10.350208,276281,0.009796143
c2_poseidon2_merkle_depth16,64,26,0.010509875,10.195291,275673,0.009796143
c3_threshold_time,64,26,0.007628167,0.790958,19067,0.009796143
c4_poseidon2_actor_authorization,64,26,0.000396416,0.424250,11804,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,26,0.010112417,10.263208,276179,0.009796143
c2_poseidon2_merkle_depth16,64,27,0.010871166,10.348625,275916,0.009796143
c3_threshold_time,64,27,0.007804292,0.769958,19037,0.009796143
c4_poseidon2_actor_authorization,64,27,0.000400875,0.422000,11771,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,27,0.010115584,10.429708,276524,0.009796143
c2_poseidon2_merkle_depth16,64,28,0.010283041,10.235167,275647,0.009796143
c3_threshold_time,64,28,0.007657958,0.746417,19090,0.009796143
c4_poseidon2_actor_authorization,64,28,0.000398542,0.459209,11629,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,28,0.010237250,10.248000,276413,0.009796143
c2_poseidon2_merkle_depth16,64,29,0.011173583,10.448833,275916,0.009796143
c3_threshold_time,64,29,0.007795375,0.761584,19057,0.009796143
c4_poseidon2_actor_authorization,64,29,0.000388000,0.417541,11714,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,29,0.011249667,11.044958,276169,0.009796143
c2_poseidon2_merkle_depth16,64,30,0.011133666,10.501833,275901,0.009796143
c3_threshold_time,64,30,0.007982500,0.774458,19022,0.009796143
c4_poseidon2_actor_authorization,64,30,0.000560375,0.485750,11681,0.009796143
c5_poseidon2_nullifier_empty_leaf,64,30,0.011250458,11.212750,276303,0.009796143
